Column1;Column2;Column3;Column4
सुनाइयो;1;;remove
सुसाइडल;1;;remove
नोट;1;;remove
देखाइयो;1;;remove
अपहरण;1;;remove
डल्लै;1;;remove
फिरौती;1;;remove
माग्दै;1;;remove
ब्ल्याकमेलिस्टका;1;;remove
हुलहरू;1;;remove
झरीले;1;;remove
ठटाएको;1;;remove
कर्कटपाताझैँ;1;;remove
गल्लीमा;1;;remove
हल्ला;1;;remove
मच्चाउँथे;1;;remove
क्याबिनमा;1;;remove
यौवन;1;;remove
किनेझैँ;1;;remove
खुलेआम;1;;remove
किन्दथे;1;;remove
तनाव;1;;remove
गोधुली;1;;remove
बिथोल्थ्यो;1;;remove
बिगार्थ्यो;1;;remove
प्रियशीले;1;;remove
बाडुली;1;;remove
हराएझैँ;1;;remove
हराउँथ्यो;1;;remove
भीडहरूमा;1;;remove
साथीहरूको;1;;remove
हृदयमा;1;;remove
प्रियजनहरू;1;;remove
बेखवर;1;;remove
असली;1;;remove
भेट्टाएको;1;;remove
छापामार;1;;remove
पूर्णिमाको;1;;remove
अगाडिको;1;;remove
मध्यरातको;1;;remove
जून;1;;remove
सधैँको;1;;remove
सम्भवतः;1;;remove
खुल्दैन;1;;remove
भावको;1;;remove
सामुन्ने;1;;remove
लक्षित;1;;remove
खुलिसकेको;1;;remove
बरबराउँदै;1;;remove
नदेख्दो;1;;remove
नटिप्दो;1;;remove
छटपटाउनु;1;;remove
बेचैन;1;;remove
थप;1;;remove
तड्पनु;1;;remove
बदल्दै;1;;remove
फुकालिदिन्छु;1;;remove
आकाशतर्फ;1;;remove
मिच्छ;1;;remove
पूर्वकै;1;;remove
पछ्याउँदो;1;;remove
गुहार;1;;remove
बगाउनुहोस्;1;;remove
चिच्याउनुहोस्;1;;remove
कराउनुहोस्;1;;remove
सुनाउनुहोस्;1;;remove
नसुने;1;;remove
देखाउनुहोस्;1;;remove
नदेखेझैँ;1;;remove
काखहरूमा;1;;remove
पौडिने;1;;remove
अँगालोहरूमा;1;;remove
बेरिने;1;;remove
धड्किने;1;;remove
धुनहरूमा;1;;remove
निदाएझैँ;1;;remove
ठुँग;1;;remove
घुर्क्याउने;1;;remove
दंग्याउने;1;;remove
जिस्काउने;1;;remove
बालापनमा;1;;remove
घोचेकोथ्यो;1;;remove
पाउनबाट;1;;remove
जबरजस्ती;1;;remove
टुटाइएको;1;;remove
काण्ड;1;;remove
दोहोर्याउन;1;;remove
रुवाउन;1;;remove
छुट्ट्याउन;1;;remove
चिन्न;1;;remove
निर्दोष;1;;remove
ओढाउन;1;;remove
गराउनु;1;;remove
बन्नै;1;;remove
हजुरबाको;1;;remove
परैबाट;1;;remove
चियाउनु;1;;remove
आँखाभित्र;1;;remove
देख्थेँ;1;;remove
वहाँका;1;;remove
सुमसुम्याइरहेको;1;;remove
भेट्थेँ;1;;remove
बोलाइरहेको;1;;remove
सुन्थेँ;1;;remove
तपाईँकै;1;;remove
वहाँ;1;;remove
सबैका;1;;remove
नातिनीहरू;1;;remove
हजुरबासँग;1;;remove
रमाउँदा;1;;remove
बाधक;1;;remove
जतिको;1;;remove
सम्झनै;1;;remove
गरिदिनुहोस्;1;;remove
देखाएको;1;;remove
सक्दिनँ;1;;remove
आवेगमा;1;;remove
गल्ती;1;;remove
गर्नुहोला;1;;remove
दुख्छ;1;;remove
थाम्न;1;;remove
रोक्न;1;;remove
पर्खिरहेको;1;;remove
हेरिरहेको;1;;remove
कहाँकहाँ;1;;remove
थरीका;1;;remove
स्पष्ट;1;;remove
छाटेँ;1;;remove
गाएँ;1;;remove
बाचेँ;1;;remove
भएकोनभएको;1;;remove
मिलाईकन;1;;remove
समेटेँ;1;;remove
रङ्गमञ्चमा;1;;remove
शेक्सपियर;1;;remove
मार्लोको;1;;remove
गुनगुनाएँ;1;;remove
तनावमा;1;;remove
मुरमुराएँ;1;;remove
खरीपाटी;1;;remove
मार्कर;1;;remove
कापीहरू;1;;remove
समातेँ;1;;remove
सूत्रहरू;1;;remove
सम्बन्धहरूको;1;;remove
बथानमा;1;;remove
हालेँ;1;;remove
रसायनहरू;1;;remove
उपकरणहरूसँग;1;;remove
तिनीहरूको;1;;remove
अलापेँ;1;;remove
विद्युत;1;;remove
जडानदेखि;1;;remove
डिजाइन;1;;remove
कम्प्युटरको;1;;remove
प्रोग्रामिंग;1;;remove
भाषाहरूलाई;1;;remove
एकएक;1;;remove
ठट्टा;1;;remove
हसाएँ;1;;remove
प्रशासक;1;;remove
हुनसम्म;1;;remove
समयानुसार;1;;remove
अनुशासनानुसार;1;;remove
तर्क;1;;remove
विवादहरूको;1;;remove
पैरोमा;1;;remove
उभिएँ;1;;remove
हुनबाट;1;;remove
जोगाएँ;1;;remove
ढङ्गको;1;;remove
कर्तव्यहरू;1;;remove
तर्कहरू;1;;remove
जगाएँ;1;;remove
जन्ममरणको;1;;remove
कार्यक्रमहरू;1;;remove
परिवारको;1;;remove
खट्पटिमा;1;;remove
उभ्याएँ;1;;remove
क्षणलाई;1;;remove
हराएँ;1;;remove
बिमारीको;1;;remove
सिकिस्तपनलाई;1;;remove
सन्ततिहरूलाई;1;;remove
उपदेश;1;;remove
फलाकेँ;1;;remove
फुलाएँ;1;;remove
बाँडेँ;1;;remove
लगाइदिएँ;1;;remove
सजाएँ;1;;remove
अनावश्यक;1;;remove
कदरको;1;;remove
रोपिदिएँ;1;;remove
प्रीतको;1;;remove
तृष्णा;1;;remove
मेटाइदिएँ;1;;remove
बनाइदिएँ;1;;remove
अरूकैलागि;1;;remove
खानुसम्म;1;;remove
खाएँ;1;;remove
धेरैको;1;;remove
अम्मल;1;;remove
तसर्थ;1;;remove
नखाँदा;1;;remove
नरमाएँ;1;;remove
आफैलाई;1;;remove
तुफानी;1;;remove
यात्राहरूलाई;1;;remove
रसहरू;1;;remove
बगाएँ;1;;remove
हाँसेँ;1;;remove
धेरैपल्ट;1;;remove
धोएँ;1;;remove
नकराऊ;1;;remove
नचिच्याऊ;1;;remove
नगर;1;;remove
नउर्ल;1;;remove
कसैसँग;1;;remove
विकिरण;1;;remove
नफाल;1;;remove
सभ्यतालाई;1;;remove
नपार;1;;remove
एकलो;1;;remove
लिविया;1;;remove
इराक;1;;remove
अफगानिस्तान;1;;remove
ओमन;1;;remove
बहराइन;1;;remove
दुखिरहेका;1;;remove
तानासाहको;1;;remove
उन्मुक्तिको;1;;remove
घन्काउँदै;1;;remove
फरफराउँदै;1;;remove
उठिरहेका;1;;remove
बारुद;1;;remove
निसाना;1;;remove
बनिरहेछन्;1;;remove
स्वतन्त्रका;1;;remove
उन्मुक्तिका;1;;remove
भागाभाग;1;;remove
गोलाबारुद;1;;remove
मिसाइलहरूका;1;;remove
हुङ्कारहरू;1;;remove
अघिदेखिको;1;;remove
भागिरहेछन्;1;;remove
क्षतविक्षत;1;;remove
बढ्ता;1;;remove
त्रासदीका;1;;remove
प्रविधि;1;;remove
प्रमाणपत्र;1;;remove
डस्विनमा;1;;remove
हुत्त्याएर;1;;remove
ढिलै;1;;remove
मण्डेला;1;;remove
गान्धी;1;;remove
मार्क्स;1;;remove
लेनिनका;1;;remove
अनुयायीहरू;1;;remove
वर्षौदेखिको;1;;remove
निरङ्कुशता;1;;remove
ढाल्न;1;;remove
तानासाहहरूको;1;;remove
साख;1;;remove
यद्यपि;1;;remove
पारिदियो;1;;remove
नचाहँदानचाहँदै;1;;remove
ज्योतिमा;1;;remove
समस्याको;1;;remove
सहायताका;1;;remove
खानका;1;;remove
धरो;1;;remove
कपडाका;1;;remove
प्राप्तिको;1;;remove
महत्त्वाकाङ्क्षाका;1;;remove
ऊर्जा;1;;remove
टार्ने;1;;remove
इच्छाशक्तिलाई;1;;remove
विपत्तिमा;1;;remove
प्रकट;1;;remove
जेलको;1;;remove
फुर्न;1;;remove
दुर्गुणीको;1;;remove
मुहार;1;;remove
टकगर्दै;1;;remove
जेलभित्र;1;;remove
कुट्दथ्यो;1;;remove
हाय;1;;remove
बाँधी;1;;remove
हातखुट्टा;1;;remove
हेर्थ्यो;1;;remove
आफु;1;;remove
बग्दथे;1;;remove
आँसुधारा;1;;remove
झटपट;1;;remove
हान्दथ्यो;1;;remove
हाँस्दथ्यो;1;;remove
पर्दै;1;;remove
पन्छिने;1;;remove
खपन;1;;remove
कुटेर;1;;remove
मर्न;1;;remove
लडेर;1;;remove
विनति;1;;remove
हेर्नोस्;1;;remove
कटकटकट;1;;remove
किट्न;1;;remove
थाल्छ;1;;remove
ङोलोप;1;;remove
गजब;1;;remove
सबलाई;1;;remove
घायल्;1;;remove
गलित;1;;remove
बिर्सनलाई;1;;remove
आएछन्;1;;remove
सम्बन्धमै;1;;remove
छर्ने;1;;remove
घुमी;1;;remove
जगत्;1;;remove
फिरेँ;1;;remove
दुब्लै;1;;remove
हाहाकारमा;1;;remove
घटेछ;1;;remove
पश्चात्तापमा;1;;remove
फलाकिने;1;;remove
अङ्कुराउने;1;;remove
नैराश्यमा;1;;remove
मौलाएको;1;;remove
भण्डारण;1;;remove
अप्रिय;1;;remove
ओकल्दै;1;;remove
चटपटाइरहेछ;1;;remove
बेतुकका;1;;remove
सलामीहरू;1;;remove
झोस्ने;1;;remove
क्यमोफ्लेज;1;;remove
खागी;1;;remove
सुर्जेको;1;;remove
सिँचिएको;1;;remove
दीक्षित;1;;remove
दहभरि;1;;remove
फुलेन;1;;remove
उडेन;1;;remove
कलरव;1;;remove
मृगहरू;1;;remove
ओरालो;1;;remove
देशप्रेमी;1;;remove
एकलव्यहरू;1;;remove
ठहरे;1;;remove
अन्यायका;1;;remove
सुके;1;;remove
वेदना;1;;remove
सङ्घर्षी;1;;remove
बहिस्कृत;1;;remove
जन्तीहरू;1;;remove
मानोको;1;;remove
छानोको;1;;remove
दिनेहरू;1;;remove
ठग;1;;remove
लिनेहरू;1;;remove
लोभी;1;;remove
आशालाग्दा;1;;remove
कर्णधार;1;;remove
मुलुक;1;;remove
चलान;1;;remove
रच्नेहरू;1;;remove
पलायन;1;;remove
वृद्धवृद्धा;1;;remove
टाँगी;1;;remove
कुण्डलिनी;1;;remove
नजागेको;1;;remove
योगी;1;;remove
एकान्तमा;1;;remove
छोडिएको;1;;remove
कुष्ठरोगी;1;;remove
पसारेको;1;;remove
पसारेकै;1;;remove
जोत्छ;1;;remove
रोप्छ;1;;remove
काट्छ;1;;remove
चाख्छ;1;;remove
नुवागी;1;;remove
दयामै;1;;remove
बाँचेर;1;;remove
भोगी;1;;remove
एक्कै;1;;remove
स्तब्ध;1;;remove
तोड्दै;1;;remove
रोकियो;1;;remove
सुसाउने;1;;remove
अलमल्ल;1;;remove
फार्दै;1;;remove
वाक्य;1;;remove
घट्यो;1;;remove
रुखरुख;1;;remove
गाउने;1;;remove
लाँचे;1;;remove
सातो;1;;remove
चेप्टे;1;;remove
उद्याउने;1;;remove
नाडी;1;;remove
चलेन;1;;remove
उठेन;1;;remove
भयावह;1;;remove
झन्नै;1;;remove
उमङ्ग;1;;remove
बढ्यो;1;;remove
देखाऊ;1;;remove
सिमाङ्कन;1;;remove
उजाड;1;;remove
देशप्रेमीका;1;;remove
रक्तले;1;;remove
द्रवित;1;;remove
धर्तीले;1;;remove
पीडाहरू;1;;remove
ज्वालामुखीको;1;;remove
प्रसव;1;;remove
व्यथित;1;;remove
छतर;1;;remove
डकार्छौ;1;;remove
सन्तुष्टिको;1;;remove
चाउरिएका;1;;remove
गालाहरू;1;;remove
बुम्थांग;1;;remove
टासिगांगका;1;;remove
कन्दराहरूमा;1;;remove
पुछेको;1;;remove
लागेमा;1;;remove
कटकटिएका;1;;remove
पाप्राहरू;1;;remove
रैतीहरू;1;;remove
रोएका;1;;remove
छन्अरूको;1;;remove
छोड;1;;remove
मजदुरहरूको;1;;remove
चाटेर;1;;remove
कीर्नो;1;;remove
मोटाएका;1;;remove
प्यान्टे;1;;remove
भुँडी;1;;remove
हल्लाउँदै;1;;remove
स्वघोषित;1;;remove
मुकुट;1;;remove
रोल;1;;remove
मोडल;1;;remove
हुँकारलाई;1;;remove
गरिबको;1;;remove
समाधिबाट;1;;remove
उम्रिएको;1;;remove
दादागिरीलाई;1;;remove
खोर;1;;remove
जनचित्कारबाट;1;;remove
टुसाएको;1;;remove
मरीचिकामा;1;;remove
उदांगीए;1;;remove
बक्खु;1;;remove
लुकाएको;1;;remove
एकाबिहानै;1;;remove
रिमरिम;1;;remove
उज्यालोमा;1;;remove
बाध्यताले;1;;remove
न्यानोन्यानो;1;;remove
सिरकको;1;;remove
नरमनरम;1;;remove
वासना;1;;remove
चटक्क;1;;remove
उठ्नै;1;;remove
एकतमासले;1;;remove
दौडिरहेको;1;;remove
हरिया;1;;remove
दौड;1;;remove
धूपमा;1;;remove
पर्खाई;1;;remove
काँचको;1;;remove
झार;1;;remove
कालोपत्र;1;;remove
पाताल;1;;remove
पच्चिस;1;;remove
जनसङ्ख्याले;1;;remove
पच्चीसले;1;;remove
कोर्ने;1;;remove
फोर्ने;1;;remove
गन्तव्यमा;1;;remove
पुर्याएर;1;;remove
छोड्छ;1;;remove
विवश;1;;remove
खेल;1;;remove
क्रीडालाई;1;;remove
ठान्ने;1;;remove
मेरालागि;1;;remove
अनविज्ञ;1;;remove
सहपाठी;1;;remove
सहचारी;1;;remove
सहहितको;1;;remove
भौँतारिएको;1;;remove
छेवैबाट;1;;remove
बुझ्ने;1;;remove
स्रष्टाहरू;1;;remove
समयकालागि;1;;remove
सामीप्यता;1;;remove
सहचारिता;1;;remove
स्रष्टाहरूले;1;;remove
सिकायतको;1;;remove
व्याकरणसहित;1;;remove
कोण;1;;remove
नमिलेको;1;;remove
भविष्यवाणी;1;;remove
गहभरि;1;;remove
पच्चिसमा;1;;remove
सुविचारहरूलाई;1;;remove
पाइतालामा;1;;remove
कुल्चिएर;1;;remove
धरातल;1;;remove
नाप्न;1;;remove
डुबेर;1;;remove
पोतेझैँ;1;;remove
चमक;1;;remove
उत्रेर;1;;remove
आउला;1;;remove
आवाजभित्र;1;;remove
सक्कली;1;;remove
लागिपरेको;1;;remove
कपासका;1;;remove
त्यान्द्रा;1;;remove
हलुका;1;;remove
अन्तर्निहित;1;;remove
आकाङ्क्षाहरूलाई;1;;remove
जुनसुकै;1;;remove
कुरालाई;1;;remove
बाँडको;1;;remove
सोचेजस्तो;1;;remove
विश्वासको;1;;remove
अग्निपरीक्षा;1;;remove
पुनर्निर्माणमा;1;;remove
पारदर्शी;1;;remove
हातेमालोको;1;;remove
हौसलाको;1;;remove
प्रकाशको;1;;remove
गराओस्;1;;remove
नर्वेको;1;;remove
रसरङ्गरूप;1;;remove
जतै;1;;remove
वृक्षैरङ्रङका;1;;remove
पहाडहरु;1;;remove
नित्य;1;;remove
हँसिलो;1;;remove
श्रम्;1;;remove
कारखाना;1;;remove
सुररसिला;1;;remove
प्रजाहरुका;1;;remove
सत्तामा;1;;remove
रमेर;1;;remove
विधिको;1;;remove
स्वाराज;1;;remove
दक्षिण्देखि;1;;remove
उत्तरतिरै;1;;remove
पोखरी;1;;remove
घेरेको;1;;remove
समुद्रले;1;;remove
टुकुरा;1;;remove
त्यस्माथि;1;;remove
प्रतिविम्ब;1;;remove
छेमाससम्म;1;;remove
दण्डित्;1;;remove
वृक्षै;1;;remove
पशुले;1;;remove
वर्षीँदा;1;;remove
रसमा;1;;remove
मूनाहरु;1;;remove
मर्दछन्;1;;remove
जाम्दछ;1;;remove
काँच;1;;remove
पंक्षी;1;;remove
पशुको;1;;remove
विहालत;1;;remove
वृक्षैहरुको;1;;remove
झर्दछ;1;;remove
शुन्य;1;;remove
रुखमहाँ;1;;remove
झूप्राको;1;;remove
महलै;1;;remove
हजारौं;1;;remove
बली;1;;remove
फूलहरुले;1;;remove
राष्ट्र;1;;remove
यसमा;1;;remove
जाजातको;1;;remove
धातूले;1;;remove
परिपुर्ण;1;;remove
देन;1;;remove
वर्दानयो;1;;remove
तोडी;1;;remove
शैल;1;;remove
गतिला;1;;remove
सुरुङ;1;;remove
बत्तीले;1;;remove
पारि;1;;remove
गुड्दो;1;;remove
मुनि;1;;remove
खानी;1;;remove
तेल;1;;remove
सून;1;;remove
ग्यासहरुले;1;;remove
धप्धप्;1;;remove
बखान;1;;remove
गरियो;1;;remove
कर्मभूमीमहाँ;1;;remove
तेजले;1;;remove
धनसबै;1;;remove
लूटी;1;;remove
लखेटे;1;;remove
पायौँ;1;;remove
छधन्य;1;;remove
शून्यता;1;;remove
अनुहारको;1;;remove
मौनता;1;;remove
आवाजको;1;;remove
लचकता;1;;remove
पराउनुको;1;;remove
विशेषता;1;;remove
चुनेर;1;;remove
रोशनी;1;;remove
रौनकता;1;;remove
दिव्यता;1;;remove
छटपटाएकी;1;;remove
डिप्रेश;1;;remove
नयनमा;1;;remove
भेटाएकी;1;;remove
तर्किन्छ्यौ;1;;remove
घेराबाट;1;;remove
डराउँछ्यौ;1;;remove
लजाउँछ्यौ;1;;remove
नजर;1;;remove
मिलाउन;1;;remove
साँझमा;1;;remove
अगाडि;1;;remove
जम्काभेट;1;;remove
भएथ्यो;1;;remove
बोलिनौ;1;;remove
बोलिन;1;;remove
बोलिरहेँ;1;;remove
मोडिए;1;;remove
शिथिल;1;;remove
गोरेटोतिर;1;;remove
नानु;1;;remove
त्यसताका;1;;remove
गर्नुको;1;;remove
वर्ण;1;;remove
व्यवस्था;1;;remove
सिउँदोको;1;;remove
गलाको;1;;remove
पियो;1;;remove
माटोमै;1;;remove
रोप्यो;1;;remove
फुलायो;1;;remove
अपार;1;;remove
मुस्कानहरू;1;;remove
नाथु;1;;remove
लालचमा;1;;remove
स्वप्नभित्र;1;;remove
बाँचिरहेँ;1;;remove
बाँचिरह्यो;1;;remove
पुण्यभूमिको;1;;remove
ननिस्किएपछिको;1;;remove
विश्रृंखलित;1;;remove
शब्दहरूको;1;;remove
रिणले;1;;remove
टुप्पीसमेत;1;;remove
डुबेको;1;;remove
च्यातिन;1;;remove
लगेको;1;;remove
घण्टाघर;1;;remove
छेउको;1;;remove
रेलिङमा;1;;remove
ढेसिएर;1;;remove
उभेकोछ;1;;remove
ताराविहीन;1;;remove
जुनेली;1;;remove
निकास;1;;remove
खोजिरहेछ;1;;remove
भुलाउने;1;;remove
बहानामा;1;;remove
जल्छ;1;;remove
सिगरेटसँग;1;;remove
धुवाँमा;1;;remove
नपरेको;1;;remove
नपुग्नेमा;1;;remove
विदेशको;1;;remove
अलपत्रले;1;;remove
बोलेस्;1;;remove
भेषभूषाको;1;;remove
नगरौँ;1;;remove
यत्रतत्र;1;;remove
धुजाधुजा;1;;remove
फाटेका;1;;remove
मासु;1;;remove
दुला;1;;remove
फेसन;1;;remove
बाझेका;1;;remove
तैँले;1;;remove
जोगाएस्;1;;remove
भाँडमा;1;;remove
रहनु;1;;remove
छुत;1;;remove
लडेस्;1;;remove
रोजगारको;1;;remove
एकापट्टि;1;;remove
लोन;1;;remove
अर्कोपट्टि;1;;remove
मर्छ;1;;remove
विवाद;1;;remove
सोध्छिन्;1;;remove
कमाइ;1;;remove
कतापट्टि;1;;remove
सिटिङ;1;;remove
रुममा;1;;remove
गोरी;1;;remove
साइँलीको;1;;remove
भट्टी;1;;remove
छिरेस्;1;;remove
पटकपटक;1;;remove
सोचिरहेछु;1;;remove
लगन;1;;remove
पाखण्डहरूको;1;;remove
बन्ने;1;;remove
होडमा;1;;remove
लाग्या;1;;remove
विश्वस्त;1;;remove
पाखण्डहरू;1;;remove
गरुन्;1;;remove
एकथरि;1;;remove
रक्षकहरू;1;;remove
अनर्गलको;1;;remove
सुसमाचार;1;;remove
ढाँटिरहेछन्;1;;remove
ठहर्याउन;1;;remove
तोड्नु;1;;remove
बाँच्नलाई;1;;remove
मखुन्डो;1;;remove
धड्नु;1;;remove
तिर्नलाई;1;;remove
बेच्नेहरू;1;;remove
चिन्डो;1;;remove
उँधो;1;;remove
उँभो;1;;remove
टिठ;1;;remove
नसक्नेहरू;1;;remove
सक्दैनन्;1;;remove
आलुहरू;1;;remove
सड्दै;1;;remove
दुर्गन्धको;1;;remove
मनभित्र;1;;remove
छाँद;1;;remove
हालेपछि;1;;remove
ऊपर;1;;remove
हराएर;1;;remove
छताछुल्ल;1;;remove
पोखिनुको;1;;remove
कर्णपटमा;1;;remove
गुञ्जिरहेको;1;;remove
खोजिरहेछन्;1;;remove
सोध्छ;1;;remove
प्रस्तावहरू;1;;remove
धर्मसङ्कटमा;1;;remove
वशीभूत;1;;remove
विवशतासँग;1;;remove
घातप्रतिघातको;1;;remove
छालसँगै;1;;remove
अतीतका;1;;remove
मूर्च्छनाहरू;1;;remove
अँगाल्छु;1;;remove
मौनताले;1;;remove
चाहन्छन्;1;;remove
बगाइसँगै;1;;remove
ठम्याउन;1;;remove
भेट्दिन;1;;remove
रुमलिएको;1;;remove
रणभुल्लमा;1;;remove
दिक्क;1;;remove
पच्छ्याउन;1;;remove
तितो;1;;remove
कहानी;1;;remove
परिवर्तित;1;;remove
आकृतिले;1;;remove
तर्साउन;1;;remove
फेरी;1;;remove
अत्यासलाग्दो;1;;remove
अस्मिताको;1;;remove
दोहोरिने;1;;remove
नफर्क;1;;remove
आधुनिकताको;1;;remove
फर्काइदेऊ;1;;remove
बन्धकी;1;;remove
भ्रमित;1;;remove
तिमीदेखि;1;;remove
नडस;1;;remove
नटोक;1;;remove
रीतमा;1;;remove
माग्छु;1;;remove
चढ्दा;1;;remove
पसिनाले;1;;remove
जीउ;1;;remove
लुथ्रुक्कै;1;;remove
थकाइको;1;;remove
खुईया;1;;remove
मुखबाट;1;;remove
निस्कियो;1;;remove
फलाँटको;1;;remove
रूखहरूले;1;;remove
कानेखुसी;1;;remove
मनुवा;1;;remove
ननिकाल;1;;remove
अनिष्ठ;1;;remove
चढ्नेहरू;1;;remove
हुस्स;1;;remove
कुहिरोले;1;;remove
छोप्ने;1;;remove
उत्साहमाथि;1;;remove
अङ्कुश;1;;remove
माङ;1;;remove
किबुहरूलाई;1;;remove
बिलाउनेहरू;1;;remove
पोथ्राहरूमाथि;1;;remove
आरोप;1;;remove
छिलिएर;1;;remove
फुल्नु;1;;remove
कालिजहरूका;1;;remove
हल्लालाई;1;;remove
प्रशय;1;;remove
पेटहरू;1;;remove
अगाएर;1;;remove
सहँदैन;1;;remove
सिरेटोहरू;1;;remove
पेटारो;1;;remove
गानमा;1;;remove
लाटोकोसेरोको;1;;remove
वर्षौँको;1;;remove
कैदपछि;1;;remove
थुरिनु;1;;remove
उन्मुक्त;1;;remove
स्तुतिको;1;;remove
कचिलो;1;;remove
डालामा;1;;remove
थर्कने;1;;remove
लिङ्ग;1;;remove
भेदको;1;;remove
ओकल्छ;1;;remove
पुरुषप्रधान;1;;remove
नारीप्रति;1;;remove
उल्लास;1;;remove
जन्मन;1;;remove
संयोग;1;;remove
अहोभाग्य;1;;remove
उदाउँछ;1;;remove
फुल्छ;1;;remove
हुर्काइन्छ;1;;remove
मुस्कुराउँछु;1;;remove
फक्रने;1;;remove
बाधाहरू;1;;remove
फुलिरहँदा;1;;remove
अहोभाग्यमा;1;;remove
भित्रिए;1;;remove
मुस्कुराएँ;1;;remove
दायित्व;1;;remove
कर्तव्यका;1;;remove
जोखीजोखी;1;;remove
भेट्नु;1;;remove
सुशासन;1;;remove
सिँढी;1;;remove
सहिष्णुताको;1;;remove
परिस्थिति;1;;remove
परिवेशले;1;;remove
मन्थन;1;;remove
बुहारीबाटै;1;;remove
पदोन्नतिको;1;;remove
स्नेहबाट;1;;remove
सृजना;1;;remove
शक्तिको;1;;remove
संरक्षणकोलागि;1;;remove
बारबार;1;;remove
अचानो;1;;remove
नारीत्व;1;;remove
हाँसीहाँसी;1;;remove
मर्छन्;1;;remove
बगाइको;1;;remove
बिब्ल्याँटो;1;;remove
चकित;1;;remove
समाहित;1;;remove
गजधम्म;1;;remove
निरङ्कुश;1;;remove
थुम्का;1;;remove
सालघारीले;1;;remove
एकछत्र;1;;remove
रोज्यो;1;;remove
आयामबाट;1;;remove
सोच्यो;1;;remove
दिशाबाट;1;;remove
हँडियाखोलासँग;1;;remove
मित;1;;remove
लाउँछ;1;;remove
हँडिया;1;;remove
मात्छ;1;;remove
अँगालो;1;;remove
फाँटतिर;1;;remove
तिनीहरूलाई;1;;remove
छेक्दैन;1;;remove
रोक्दैन;1;;remove
मातेका;1;;remove
ठुलोठुलो;1;;remove
आवाजसित;1;;remove
मारिरहेका;1;;remove
हाम्रोलागि;1;;remove
विश्वविद्यालय;1;;remove
जीवनदर्शनको;1;;remove
अमूल्य;1;;remove
काइदा;1;;remove
सिकाउँदो;1;;remove
सुल्टो;1;;remove
सोचले;1;;remove
नभएमा;1;;remove
उत्प्रेरित;1;;remove
गर्दो;1;;remove
शालीनताको;1;;remove
सुरतालसँगै;1;;remove
गाउन;1;;remove
घुमाउरो;1;;remove
बुझ्दैछु;1;;remove
पढ्दैछु;1;;remove
मोडमा;1;;remove
थुम्काहरू;1;;remove
खस्न;1;;remove
आपद्विपद्;1;;remove
ल्याउन;1;;remove
उत्तरेखोलाको;1;;remove
सम्झिए;1;;remove
मीमांसा;1;;remove
सुरतालमा;1;;remove
नाचे;1;;remove
मानचित्रमा;1;;remove
चाहेर;1;;remove
भुल्न;1;;remove
सपनीमा;1;;remove
झझल्को;1;;remove
सुत्नअघि;1;;remove
सुनाउनुस्;1;;remove
भन्छे;1;;remove
अन्तहीन;1;;remove
महासुर;1;;remove
क्षेत्री;1;;remove
मोथेका;1;;remove
कथासँगै;1;;remove
प्रशासकहरू;1;;remove
मुख्य;1;;remove
नायक;1;;remove
सहनायकको;1;;remove
भूमिकामा;1;;remove
चलचित्रझैँ;1;;remove
हिंसाका;1;;remove
शृङ्खलाबद्ध;1;;remove
पटकथाहरू;1;;remove
खोसिएका;1;;remove
परिघटनाहरू;1;;remove
सुनाउँदै;1;;remove
आलो;1;;remove
बनाइदिन्छे;1;;remove
बजारिएको;1;;remove
सम्झाइदिन्छे;1;;remove
सुतौँ;1;;remove
नाइँ;1;;remove
सुत्छु;1;;remove
कथाका;1;;remove
अध्याय;1;;remove
बढाउन;1;;remove
शृङ्खला;1;;remove
बोलीमा;1;;remove
बुटले;1;;remove
हिर्काउँछ;1;;remove
बन्दुकको;1;;remove
पाता;1;;remove
फर्काएर;1;;remove
बाँध्छ;1;;remove
लान्छ;1;;remove
उस्तो;1;;remove
एकादेशमा;1;;remove
दन्त्यकथा;1;;remove
गुणा;1;;remove
काल्पनिक;1;;remove
असमर्थ;1;;remove
दादाको;1;;remove
याँ;1;;remove
बिरेको;1;;remove
छोरीसँग;1;;remove
बिरेकी;1;;remove
सोह्रौँ;1;;remove
लुटाएर;1;;remove
बँचाई;1;;remove
तनावसँगै;1;;remove
पापीको;1;;remove
नासो;1;;remove
गर्भमा;1;;remove
लखेटिन;1;;remove
पुगी;1;;remove
बिर्खेकी;1;;remove
छोरोलाई;1;;remove
बताउन;1;;remove
सक्छे;1;;remove
पापा;1;;remove
आश्वासन;1;;remove
कटु;1;;remove
समाजले;1;;remove
बँचाएको;1;;remove
ठानिरहेको;1;;remove
वनस्पतिलाई;1;;remove
बेर्नामै;1;;remove
निमोठिन्छ;1;;remove
फक्रनै;1;;remove
नपाई;1;;remove
गरिन्छ;1;;remove
रूखहरू;1;;remove
टुप्पाबाट;1;;remove
उम्रन्छन्;1;;remove
चितुवा;1;;remove
बाघ;1;;remove
भेडीगोठको;1;;remove
सुरक्षार्थ;1;;remove
खटाइन्छन्;1;;remove
भुस्याहा;1;;remove
हाँस्छन्;1;;remove
रुनुपर्छ;1;;remove
बुद्धलाई;1;;remove
बनाइएको;1;;remove
नातिलाई;1;;remove
दरसन्तानले;1;;remove
सम्झनु;1;;remove
सुनाउनुपर्छ;1;;remove
पदार्थ;1;;remove
चेतनालाई;1;;remove
